Client ID,Age,Gender,Income Group,Average_CA_transaction_amount,No_of_products_held,Held Loan previously,Num Transactions,Loan Flag
2606,65,1,10001-40000,0,1,1,83.0,1
2607,69,1,100000+,0,3,0,0.0,0
2608,51,0,60001-100000,0,1,0,0.0,0
2609,45,1,10001-40000,75,2,0,17.0,0
2610,61,1,10001-40000,0,3,1,25.0,0
2611,56,0,10001-40000,0,3,1,22.0,0
2612,41,0,10001-40000,0,5,0,26.0,0
2613,49,1,10001-40000,384,1,0,23.0,0
2614,28,0,10001-40000,0,5,1,11.0,0
2615,46,0,10001-40000,665,2,0,13.0,0
2616,67,0,10001-40000,0,2,0,34.0,0
2617,40,1,60001-100000,0,1,1,33.0,0
2618,57,0,60001-100000,0,2,0,0.0,0
2619,54,1,100000+,271,5,0,0.0,0
2620,22,0,60001-100000,0,4,0,2.0,0
2621,40,1,10001-40000,2180,3,1,14.0,0
2622,47,0,10001-40000,0,4,0,30.0,0
2623,20,0,10001-40000,0,5,0,80.0,0
2624,41,1,10001-40000,90,2,0,0.0,0
2625,25,0,10001-40000,484,2,0,17.0,0
2626,50,1,10001-40000,2877,3,1,3.0,0
2627,66,0,100000+,361,1,0,55.0,0
2628,23,0,10001-40000,1303,4,0,33.0,0
2629,64,1,60001-100000,0,4,0,21.0,0
2630,23,1,10001-40000,165,2,0,16.0,0
2631,66,0,60001-100000,0,2,0,0.0,0
2632,48,1,10001-40000,221,2,0,25.0,0
2633,38,0,10001-40000,69,5,1,29.0,0
2634,54,0,10001-40000,0,1,1,0.0,0
2635,59,1,10001-40000,2,2,0,31.0,0
2636,68,1,10001-40000,88,5,0,6.0,0
2637,39,0,10001-40000,26,4,1,30.0,0
2638,20,0,100000+,0,4,0,32.0,0
2639,39,1,10001-40000,5081,3,0,9.0,0
2640,64,0,10001-40000,0,1,0,10.0,0
2641,28,0,10001-40000,0,2,0,82.0,0
2642,47,1,10001-40000,95,3,0,33.0,0
2643,51,1,10001-40000,1700,3,0,24.0,0
2644,40,0,10001-40000,2620,3,0,0.0,0
2645,27,1,10001-40000,33,4,0,0.0,0
2646,33,0,100000+,35,3,0,26.0,0
2647,58,0,10001-40000,0,2,0,23.0,0
2648,21,1,10001-40000,64,1,0,9.0,0
2649,53,1,10001-40000,0,3,0,19.0,0
2650,36,1,60001-100000,0,2,0,0.0,0
2651,54,1,100000+,36,4,0,0.0,0
2652,27,0,60001-100000,1176,1,0,0.0,0
2653,37,1,10001-40000,0,5,0,71.0,0
2654,60,1,40001-60000,0,4,0,0.0,0
2655,36,0,10001-40000,331,5,0,0.0,0
2656,52,0,10001-40000,40,5,0,0.0,0
2657,39,1,60001-100000,83,2,1,0.0,0
2658,59,1,10001-40000,10,4,1,0.0,0
2659,61,0,60001-100000,188,4,1,2.0,0
2660,45,1,10001-40000,0,2,0,17.0,0
2661,24,1,10001-40000,8,3,0,2.0,0
2662,22,1,10001-40000,0,2,0,0.0,0
2663,48,1,10001-40000,0,2,0,86.0,0
2664,20,1,60001-100000,0,3,0,10.0,0
2665,56,1,60001-100000,0,1,0,83.0,0
2666,32,0,100000+,0,4,1,19.0,0
2667,70,0,10001-40000,185,2,1,0.0,0
2668,54,0,60001-100000,172,1,0,1.0,0
2669,69,0,10001-40000,37,3,0,18.0,0
2670,57,0,100000+,0,1,0,2.0,0
2671,21,1,10001-40000,0,3,1,0.0,0
2672,25,0,100000+,5,4,0,0.0,0
2673,43,1,10001-40000,1065,3,0,10.0,0
2674,64,0,10001-40000,18,2,0,83.0,0
2675,52,0,10001-40000,0,5,0,45.0,0
2676,24,1,10001-40000,129,4,1,0.0,0
2677,61,1,10001-40000,0,4,1,22.0,0
2678,46,1,60001-100000,663,3,0,0.0,0
2679,49,1,10001-40000,0,4,0,42.0,0
2680,28,0,60001-100000,29,4,0,38.0,0
2681,49,0,60001-100000,83,3,0,5.0,0
2682,45,1,40001-60000,3,1,0,62.0,0
2683,57,0,10001-40000,131,1,0,5.0,0
2684,41,1,10001-40000,0,3,1,8.0,0
2685,58,1,10001-40000,297,1,1,33.0,0
2686,51,0,10001-40000,0,2,0,28.0,0
2687,33,1,40001-60000,0,3,0,22.0,0
2688,70,1,100000+,1024,4,1,15.0,0
2689,29,0,60001-100000,1169,1,0,34.0,0
2690,34,1,40001-60000,352,4,0,91.0,0
2691,33,0,60001-100000,0,3,0,0.0,0
2692,46,1,10001-40000,0,3,0,8.0,0
2693,27,1,60001-100000,0,2,0,8.0,0
2694,26,1,10001-40000,861,5,0,40.0,0
2695,37,0,10001-40000,0,4,0,26.0,0
2696,56,0,10001-40000,6,3,0,0.0,0
2697,33,0,10001-40000,0,4,0,0.0,0
2698,24,1,10001-40000,0,2,1,0.0,0
2699,46,1,60001-100000,0,3,0,0.0,0
2700,21,1,10001-40000,0,1,0,0.0,0
2701,32,1,100000+,0,4,0,0.0,0
2702,67,0,10001-40000,28,1,0,0.0,0
2703,30,1,100000+,1300,3,1,23.0,0
2704,62,0,100000+,2486,4,1,0.0,0
2705,42,0,10001-40000,1697,5,1,0.0,0
2706,48,0,10001-40000,0,2,1,54.0,0
2707,39,0,10001-40000,0,5,0,29.0,0
2708,46,1,10001-40000,35,3,1,35.0,0
2709,64,0,60001-100000,604,1,1,31.0,0
2710,60,0,10001-40000,0,5,0,13.0,0
2711,39,0,60001-100000,0,1,0,60.0,0
2712,35,1,10001-40000,2692,2,1,7.0,0
2713,47,0,60001-100000,0,1,0,1.0,0
2714,39,0,10001-40000,532,2,0,1.0,0
2715,52,1,0-10000,0,3,0,0.0,0
2716,42,1,40001-60000,0,5,1,0.0,0
2717,22,0,40001-60000,0,3,0,18.0,0
2718,28,1,10001-40000,259,4,1,100.0,1
2719,42,0,40001-60000,19,2,1,0.0,0
2720,59,1,10001-40000,0,4,0,3.0,0
2721,42,0,60001-100000,1566,2,0,0.0,0
2722,21,0,10001-40000,0,3,0,5.0,0
2723,33,0,10001-40000,84,3,0,3.0,0
2724,66,1,10001-40000,288,4,0,35.0,0
2725,21,1,40001-60000,5,1,0,18.0,0
2726,43,1,10001-40000,1312,3,0,0.0,0
2727,35,0,60001-100000,1039,2,1,0.0,0
2728,69,0,40001-60000,357,1,0,0.0,0
2729,47,1,10001-40000,1,2,0,100.0,0
2730,28,0,40001-60000,1660,2,0,2.0,0
2731,56,1,60001-100000,0,3,0,0.0,0
2732,21,0,0-10000,168,4,1,0.0,0
2733,55,0,10001-40000,721,1,1,0.0,0
2734,33,0,10001-40000,0,3,1,12.0,0
2735,69,0,10001-40000,0,5,1,0.0,0
2736,60,0,60001-100000,0,2,1,0.0,0
2737,44,0,10001-40000,0,1,0,95.0,0
2738,37,0,10001-40000,39,3,0,85.0,0
2739,58,1,10001-40000,1963,3,1,0.0,0
2740,27,1,60001-100000,0,1,0,25.0,0
2741,46,1,10001-40000,0,5,0,1.0,0
2742,58,1,40001-60000,0,1,0,3.0,0
2743,43,0,10001-40000,972,3,0,0.0,0
2744,30,0,40001-60000,2176,4,1,0.0,0
2745,32,0,10001-40000,0,4,0,37.0,0
2746,41,1,60001-100000,2016,5,1,38.0,0
2747,66,1,100000+,1387,5,0,23.0,0
2748,33,0,10001-40000,1987,5,0,61.0,0
2749,26,0,40001-60000,0,3,0,26.0,0
2750,20,0,60001-100000,2408,5,0,83.0,0
2751,38,0,10001-40000,0,4,0,36.0,0
2752,53,1,10001-40000,0,3,1,6.0,0
2753,34,1,60001-100000,0,2,0,11.0,0
2754,40,1,60001-100000,0,3,0,40.0,0
2755,21,0,100000+,2488,4,0,58.0,0
2756,68,0,10001-40000,0,1,0,46.0,0
2757,20,1,10001-40000,287,5,0,44.0,0
2758,43,1,10001-40000,343,4,1,0.0,0
2759,22,1,10001-40000,0,1,0,2.0,0
2760,50,0,60001-100000,926,4,0,39.0,0
2761,69,0,10001-40000,274,3,1,37.0,0
2762,57,0,60001-100000,1,2,0,26.0,0
2763,61,1,10001-40000,0,4,0,0.0,0
2764,57,0,10001-40000,0,2,0,0.0,0
2765,34,1,10001-40000,0,2,0,1.0,0
2766,36,0,40001-60000,340,3,0,14.0,0
2767,51,0,10001-40000,0,3,0,31.0,0
2768,66,0,10001-40000,491,1,0,12.0,0
2769,66,1,10001-40000,0,3,0,30.0,0
2770,56,0,100000+,147,3,0,0.0,0
2771,61,0,10001-40000,218,5,0,23.0,0
2772,23,0,10001-40000,1405,2,1,35.0,0
2773,42,0,60001-100000,60,5,0,0.0,0
2774,45,0,100000+,28,5,0,34.0,0
2775,50,1,10001-40000,98,4,0,2.0,0
2776,64,0,100000+,82,2,0,10.0,0
2777,42,0,10001-40000,2421,3,0,11.0,0
2778,29,1,10001-40000,1057,1,0,16.0,0
2779,35,1,10001-40000,316,5,0,0.0,0
2780,49,0,10001-40000,0,3,0,6.0,0
2781,37,0,100000+,0,2,0,0.0,0
2782,55,0,10001-40000,306,5,1,18.0,0
2783,52,0,10001-40000,179,1,1,92.0,1
2784,57,0,10001-40000,733,3,1,28.0,0
2785,33,1,40001-60000,0,5,0,0.0,0
2786,66,0,100000+,0,2,0,0.0,0
2787,61,1,60001-100000,215,4,1,0.0,0
2788,32,1,60001-100000,971,5,0,10.0,0
2789,51,1,60001-100000,93,4,1,0.0,0
2790,57,0,10001-40000,0,3,1,39.0,0
2791,58,1,100000+,2418,5,0,34.0,0
2792,66,0,40001-60000,0,3,1,0.0,0
2793,52,0,10001-40000,4782,2,1,36.0,1
2794,45,1,10001-40000,173,4,0,73.0,0
2795,52,0,40001-60000,0,1,1,0.0,0
2796,29,0,40001-60000,399,2,0,0.0,0
2797,61,0,0-10000,0,3,1,2.0,0
2798,22,0,40001-60000,439,4,1,3.0,0
2799,63,1,0-10000,1,2,0,6.0,0
2800,68,1,10001-40000,2270,2,0,8.0,0
2801,36,0,10001-40000,2685,3,0,0.0,0
2802,42,1,10001-40000,2950,3,0,36.0,0
2803,25,0,10001-40000,0,4,0,0.0,0
2804,69,1,100000+,0,1,0,16.0,0
2805,27,0,60001-100000,2904,2,0,6.0,0
2806,44,0,60001-100000,0,5,0,0.0,0
2807,32,0,10001-40000,2914,4,0,10.0,0
2808,53,0,60001-100000,1096,4,0,0.0,0
2809,42,0,10001-40000,0,3,0,0.0,0
2810,41,1,60001-100000,0,2,0,0.0,0
2811,52,0,10001-40000,1661,2,1,39.0,0
2812,31,0,100000+,0,4,0,13.0,0
2813,20,1,10001-40000,146,3,1,1.0,0
2814,32,0,10001-40000,2278,3,0,29.0,0
2815,22,1,10001-40000,0,1,0,30.0,0
2816,46,1,10001-40000,0,4,1,5.0,0
2817,65,0,10001-40000,2070,2,0,17.0,0
2818,28,1,60001-100000,0,5,0,36.0,0
2819,38,1,100000+,0,5,1,10.0,0
2820,30,0,60001-100000,1211,4,0,66.0,0
2821,51,1,10001-40000,105,1,0,6.0,0
2822,28,1,10001-40000,1781,5,0,0.0,0
2823,22,0,10001-40000,0,4,1,36.0,0
2824,60,0,100000+,0,5,0,16.0,0
2825,44,0,10001-40000,111,3,0,0.0,0
2826,63,1,60001-100000,68,5,0,31.0,0
2827,48,1,60001-100000,0,4,0,85.0,0
2828,51,1,10001-40000,0,4,0,25.0,0
2829,24,1,10001-40000,0,3,1,99.0,1
2830,63,0,10001-40000,0,4,0,6.0,0
2831,21,0,0-10000,203,1,0,24.0,0
2832,67,0,10001-40000,0,5,1,32.0,0
2833,44,0,10001-40000,45,1,1,16.0,0
2834,58,0,10001-40000,351,2,0,14.0,0
2835,51,0,60001-100000,7,4,0,12.0,0
2836,70,1,10001-40000,187,3,0,5.0,0
2837,36,0,60001-100000,0,3,0,0.0,0
2838,61,0,10001-40000,0,5,1,4.0,0
2839,41,1,10001-40000,0,3,0,72.0,0
2840,30,0,10001-40000,62,1,0,15.0,0
2841,53,0,10001-40000,79,4,0,23.0,0
2842,56,1,40001-60000,0,5,0,19.0,0
2843,43,0,60001-100000,85,3,0,0.0,0
2844,48,0,40001-60000,31,1,0,19.0,0
2845,67,0,10001-40000,1785,5,0,0.0,0
2846,27,0,10001-40000,407,5,0,31.0,0
2847,34,0,60001-100000,321,5,0,14.0,0
2848,38,0,10001-40000,59,3,0,0.0,0
2849,66,1,10001-40000,17,3,1,0.0,0
2850,54,0,10001-40000,0,4,0,34.0,0
2851,55,1,10001-40000,17,1,0,0.0,0
2852,26,1,60001-100000,33,2,0,0.0,0
2853,21,1,10001-40000,19,3,0,39.0,0
2854,34,1,10001-40000,0,4,0,0.0,0
2855,41,1,10001-40000,106,5,0,73.0,0
2856,54,0,100000+,0,1,0,83.0,0
2857,34,1,10001-40000,0,5,0,21.0,0
2858,30,1,40001-60000,1021,1,0,38.0,0
2859,46,0,10001-40000,37,4,0,0.0,0
2860,20,1,10001-40000,119,3,1,27.0,0
2861,59,1,10001-40000,0,4,1,40.0,0
2862,60,0,10001-40000,1937,4,1,26.0,0
2863,29,1,100000+,0,3,1,5.0,0
2864,40,1,10001-40000,251,1,0,0.0,0
2865,51,0,10001-40000,16,3,0,0.0,0
2866,24,0,100000+,0,4,0,38.0,0
2867,59,0,60001-100000,0,3,0,28.0,0
2868,59,1,10001-40000,209,2,1,66.0,0
2869,46,1,10001-40000,0,4,1,6.0,0
2870,43,1,10001-40000,0,4,0,0.0,0
2871,62,1,10001-40000,0,5,0,9.0,0
2872,29,1,60001-100000,0,4,0,0.0,0
2873,63,0,10001-40000,1194,5,1,0.0,0
2874,20,0,10001-40000,1729,3,0,21.0,0
2875,68,0,10001-40000,0,3,0,0.0,0
2876,46,1,100000+,502,3,1,4.0,0
2877,69,1,10001-40000,960,3,1,93.0,1
2878,51,0,10001-40000,1125,4,0,0.0,0
2879,29,0,100000+,646,2,0,37.0,0
2880,28,1,10001-40000,0,2,0,55.0,0
2881,38,0,100000+,385,5,1,2.0,0
2882,54,0,10001-40000,0,5,1,38.0,0
2883,44,0,60001-100000,0,3,0,67.0,0
2884,42,1,10001-40000,1466,3,0,31.0,0
2885,21,0,60001-100000,430,1,1,24.0,0
2886,30,0,10001-40000,0,2,0,37.0,0
2887,60,1,100000+,223,5,0,11.0,0
2888,53,1,40001-60000,14,1,0,16.0,0
2889,58,0,60001-100000,0,2,0,0.0,0
2890,43,0,60001-100000,1231,1,0,0.0,0
2891,51,0,10001-40000,409,2,1,9.0,0
2892,39,1,40001-60000,0,4,0,18.0,0
2893,53,1,10001-40000,46,2,0,64.0,0
2894,55,0,40001-60000,864,2,0,61.0,0
2895,36,0,10001-40000,0,3,0,1.0,0
2896,56,1,60001-100000,36,4,0,0.0,0
2897,38,0,10001-40000,12,4,0,35.0,0
2898,24,0,0-10000,2550,4,0,8.0,0
2899,37,0,100000+,18,5,0,3.0,0
2900,43,0,10001-40000,41,3,1,1.0,0
2901,37,0,60001-100000,0,2,0,14.0,0
2902,55,0,10001-40000,60,1,1,20.0,0
2903,68,1,100000+,70,2,0,2.0,0
2904,59,0,10001-40000,224,1,0,85.0,0
2905,52,1,10001-40000,1134,1,1,24.0,0
2906,61,1,10001-40000,918,4,0,0.0,0
2907,44,1,10001-40000,0,2,0,9.0,0
2908,70,1,60001-100000,23,5,0,34.0,0
2909,56,0,0-10000,2897,1,0,9.0,0
2910,49,1,10001-40000,291,3,0,7.0,0
2911,67,1,10001-40000,0,3,0,0.0,0
2912,35,1,10001-40000,0,4,0,0.0,0
2913,21,1,60001-100000,19,1,0,32.0,0
2914,32,1,10001-40000,219,2,0,29.0,0
2915,24,0,40001-60000,0,1,0,6.0,0
2916,68,0,10001-40000,0,5,1,15.0,0
2917,35,1,10001-40000,2083,1,0,0.0,0
2918,45,0,10001-40000,179,2,0,34.0,0
2919,34,1,10001-40000,0,3,0,33.0,0
2920,58,1,10001-40000,0,4,1,38.0,0
2921,63,1,60001-100000,0,1,0,8.0,0
2922,51,1,10001-40000,0,1,0,0.0,0
2923,45,0,100000+,0,3,0,0.0,0
2924,24,0,100000+,0,3,0,10.0,0
2925,28,1,10001-40000,0,3,0,1.0,0
2926,54,1,60001-100000,0,3,1,18.0,0
2927,45,0,10001-40000,350,2,1,58.0,0
2928,69,1,10001-40000,0,5,1,1.0,0
2929,58,0,10001-40000,0,5,1,0.0,0
2930,56,1,40001-60000,0,3,0,0.0,0
2931,60,1,10001-40000,23,3,0,25.0,0
2932,35,1,60001-100000,1112,2,0,0.0,0
2933,33,0,10001-40000,0,5,0,0.0,0
2934,26,1,100000+,0,2,0,35.0,0
2935,54,0,10001-40000,70,1,1,8.0,0
2936,37,0,40001-60000,376,3,1,11.0,0
2937,46,1,40001-60000,25,1,0,30.0,0
2938,61,1,10001-40000,2634,3,0,7.0,0
2939,29,0,10001-40000,900,2,0,0.0,0
2940,20,1,60001-100000,0,1,0,0.0,0
2941,60,0,10001-40000,144,2,0,3.0,0
2942,42,1,0-10000,370,4,1,0.0,0
2943,23,1,40001-60000,0,4,0,3.0,0
2944,52,0,0-10000,0,1,0,0.0,0
2945,39,1,10001-40000,2991,3,0,0.0,0
2946,69,0,10001-40000,0,2,1,0.0,0
2947,65,1,10001-40000,0,5,0,32.0,0
2948,48,1,10001-40000,58,4,0,2.0,0
2949,100,0,40001-60000,0,1,0,8.0,0
2950,33,1,60001-100000,206,4,0,5.0,0
2951,50,1,100000+,90,5,0,5.0,0
2952,48,1,60001-100000,0,1,0,0.0,0
2953,31,0,100000+,2630,4,0,1.0,0
2954,30,1,60001-100000,316,1,0,5.0,0
2955,26,0,40001-60000,41,3,0,21.0,0
2956,27,0,100000+,0,3,0,0.0,0
2957,49,1,60001-100000,2115,1,0,23.0,0
2958,40,1,100000+,0,3,0,29.0,0
2959,66,0,10001-40000,1785,2,1,23.0,0
2960,40,1,40001-60000,0,2,0,7.0,0
2961,69,0,10001-40000,8782,1,0,38.0,1
2962,36,0,10001-40000,31,3,1,0.0,0
2963,35,0,10001-40000,134,1,0,0.0,0
2964,32,0,10001-40000,1721,5,0,8.0,0
2965,37,0,10001-40000,0,3,0,0.0,0
2966,55,1,0-10000,0,2,0,0.0,0
2967,26,1,10001-40000,0,2,0,10.0,0
2968,55,1,0-10000,30,2,1,0.0,0
2969,54,1,60001-100000,0,3,0,0.0,0
2970,29,1,10001-40000,122,5,0,99.0,0
2971,39,1,10001-40000,2756,1,0,0.0,0
2972,43,0,10001-40000,1846,5,0,40.0,0
2973,50,1,60001-100000,428,1,0,0.0,0
2974,30,0,60001-100000,16,4,1,0.0,0
2975,43,1,100000+,0,5,0,0.0,0
2976,52,1,10001-40000,0,2,1,1.0,0
2977,62,0,10001-40000,0,5,0,40.0,0
2978,66,0,10001-40000,304,4,0,0.0,0
2979,45,0,10001-40000,1036,2,0,71.0,0
2980,36,0,40001-60000,0,4,1,0.0,0
2981,67,0,10001-40000,0,1,0,79.0,0
2982,24,1,60001-100000,1085,4,1,0.0,0
2983,24,1,60001-100000,0,4,0,0.0,0
2984,21,1,100000+,2649,5,0,82.0,0
2985,47,0,10001-40000,111,1,0,39.0,0
2986,36,0,10001-40000,35,1,0,75.0,0
2987,57,1,10001-40000,0,3,0,0.0,0
2988,41,1,60001-100000,1165,4,0,32.0,0
2989,52,1,60001-100000,2659,3,0,3.0,0
2990,63,1,60001-100000,0,5,1,0.0,0
2991,70,1,40001-60000,2829,3,1,57.0,1
2992,49,1,10001-40000,0,1,0,0.0,0
2993,38,0,60001-100000,44,1,0,1.0,0
2994,47,0,10001-40000,7,3,1,47.0,0
2995,23,0,60001-100000,989,3,0,0.0,0
2996,42,1,100000+,0,1,1,32.0,0
2997,30,1,60001-100000,0,5,1,0.0,0
2998,55,0,40001-60000,0,3,0,7.0,0
2999,63,0,10001-40000,1000,4,0,65.0,0
3000,38,0,10001-40000,0,5,0,1.0,0
3001,50,1,40001-60000,0,2,0,0.0,0
3002,63,1,10001-40000,0,3,0,0.0,0
3003,41,0,10001-40000,881,1,1,29.0,0
3004,37,1,0-10000,0,3,0,1.0,0
3005,41,1,60001-100000,0,3,0,0.0,0
3006,66,1,10001-40000,45,4,0,0.0,0
3007,20,1,10001-40000,0,5,0,6.0,0
3008,28,0,60001-100000,0,3,0,0.0,0
3009,47,0,10001-40000,0,3,0,3.0,0
3010,58,1,10001-40000,210,2,1,2.0,0
3011,21,0,10001-40000,0,1,0,14.0,0
3012,67,1,10001-40000,0,1,0,27.0,0
3013,57,0,10001-40000,0,5,0,0.0,0
3014,30,0,10001-40000,0,1,0,26.0,0
3015,51,1,10001-40000,0,5,0,88.0,0
3016,47,1,10001-40000,0,1,0,0.0,0
3017,25,0,40001-60000,44,2,1,2.0,0
3018,64,1,60001-100000,403,5,0,39.0,0
3019,53,0,10001-40000,2286,1,0,14.0,0
3020,28,0,100000+,0,4,0,93.0,0
3021,59,1,10001-40000,1751,2,1,2.0,0
3022,56,0,10001-40000,0,2,0,22.0,0
3023,37,1,40001-60000,1919,1,0,0.0,0
3024,69,0,10001-40000,0,5,0,80.0,0
3025,67,0,10001-40000,279,5,0,11.0,0
3026,63,0,10001-40000,0,4,0,0.0,0
3027,64,1,10001-40000,8125,4,0,16.0,1
3028,63,0,10001-40000,2815,2,0,31.0,0
3029,20,0,10001-40000,3523,5,1,2.0,0
3030,40,0,40001-60000,339,1,0,88.0,0
3031,67,1,10001-40000,90,2,0,48.0,0
3032,58,1,10001-40000,1144,1,0,31.0,0
3033,33,1,10001-40000,151,5,0,14.0,0
3034,29,0,40001-60000,0,1,1,12.0,0
3035,30,1,40001-60000,0,2,0,36.0,0
3036,43,0,10001-40000,471,3,0,62.0,0
3037,32,1,40001-60000,1808,2,0,38.0,0
3038,65,1,10001-40000,0,1,0,20.0,0
3039,52,0,0-10000,0,4,0,0.0,0
3040,62,0,10001-40000,0,3,0,9.0,0
3041,46,1,10001-40000,1043,4,0,26.0,0
3042,53,1,10001-40000,86,3,0,17.0,0
3043,68,1,60001-100000,1063,3,1,6.0,0
3044,61,0,40001-60000,362,2,0,30.0,0
3045,37,1,10001-40000,183,1,0,25.0,0
3046,21,0,100000+,1704,2,0,0.0,0
3047,52,1,10001-40000,0,5,1,12.0,0
3048,34,0,100000+,516,3,0,0.0,0
3049,42,1,100000+,1143,5,0,0.0,0
3050,46,1,10001-40000,149,4,0,0.0,0
3051,21,0,100000+,57,2,0,14.0,0
3052,48,0,40001-60000,319,2,1,33.0,0
3053,63,0,10001-40000,1250,3,0,22.0,0
3054,46,1,10001-40000,15,5,1,38.0,0
3055,42,1,10001-40000,426,2,0,3.0,0
3056,66,0,10001-40000,0,4,0,6.0,0
3057,33,1,10001-40000,2093,3,0,6.0,0
3058,52,1,0-10000,26,1,0,34.0,0
3059,41,1,100000+,0,5,0,49.0,0
3060,48,0,10001-40000,2764,5,0,0.0,0
3061,42,1,10001-40000,748,2,0,4.0,0
3062,70,0,10001-40000,0,1,0,86.0,0
3063,60,0,40001-60000,0,5,1,35.0,0
3064,69,1,40001-60000,247,4,0,49.0,0
3065,21,0,60001-100000,1211,4,0,0.0,0
3066,29,1,10001-40000,1200,5,0,2.0,0
3067,38,0,10001-40000,0,2,0,38.0,0
3068,59,0,10001-40000,2420,1,0,11.0,0
3069,29,0,100000+,2581,5,0,0.0,0
3070,27,0,10001-40000,0,5,0,0.0,0
3071,30,1,10001-40000,491,3,0,0.0,0
3072,51,1,10001-40000,436,4,0,19.0,0
3073,68,0,10001-40000,0,2,0,3.0,0
3074,68,0,10001-40000,0,3,1,0.0,0
3075,51,0,10001-40000,1030,2,0,0.0,0
3076,38,1,10001-40000,0,2,0,29.0,0
3077,51,0,10001-40000,2898,2,0,25.0,0
3078,45,0,10001-40000,71,4,0,0.0,0
3079,64,0,40001-60000,0,4,1,18.0,0
3080,38,1,40001-60000,0,2,0,0.0,0
3081,57,1,10001-40000,419,3,0,0.0,0
3082,26,0,60001-100000,0,2,1,2.0,0
3083,37,0,10001-40000,2490,5,1,14.0,0
3084,57,1,0-10000,201,3,0,0.0,0
3085,47,1,10001-40000,178,2,1,36.0,0
3086,47,0,10001-40000,0,5,0,25.0,0
3087,68,0,40001-60000,0,4,0,10.0,0
3088,32,1,10001-40000,0,5,0,0.0,0
3089,64,1,100000+,945,3,0,33.0,0
3090,63,1,10001-40000,0,2,0,0.0,0
3091,45,1,40001-60000,1940,5,0,0.0,0
3092,53,1,60001-100000,0,4,0,0.0,0
3093,47,0,40001-60000,1213,4,0,0.0,0
3094,36,0,10001-40000,0,4,1,35.0,0
3095,48,1,100000+,0,3,0,21.0,0
3096,30,0,10001-40000,0,4,0,18.0,0
3097,51,0,10001-40000,1232,4,1,0.0,0
3098,70,1,40001-60000,195,3,0,25.0,0
3099,33,1,60001-100000,0,3,0,0.0,0
3100,53,1,60001-100000,0,1,0,0.0,0
3101,25,1,10001-40000,222,4,0,1.0,0
3102,35,1,10001-40000,0,2,1,1.0,0
3103,70,1,10001-40000,94,5,0,40.0,0
3104,51,1,40001-60000,0,5,0,0.0,0
3105,70,0,40001-60000,0,5,0,13.0,0
3106,37,1,0-10000,67,3,0,0.0,0
3107,41,0,10001-40000,171,4,0,16.0,0
3108,35,0,100000+,2182,2,1,0.0,0
3109,67,0,10001-40000,0,2,0,9.0,0
3110,23,1,10001-40000,0,5,0,92.0,0
3111,67,1,100000+,1806,1,0,11.0,0
3112,31,0,0-10000,491,1,0,0.0,0
3113,61,0,10001-40000,201,4,0,3.0,0
3114,26,0,10001-40000,0,2,0,0.0,0
3115,20,0,100000+,1936,4,0,17.0,0
3116,51,1,60001-100000,0,5,0,0.0,0
3117,47,0,40001-60000,0,5,0,0.0,0
3118,60,0,10001-40000,107,4,1,29.0,0
3119,27,1,60001-100000,24,4,0,0.0,0
3120,31,1,10001-40000,1485,5,0,0.0,0
3121,42,0,10001-40000,15,3,0,63.0,0
3122,22,1,10001-40000,2296,4,0,5.0,0
3123,51,1,60001-100000,1148,5,0,38.0,0
3124,37,1,40001-60000,0,1,0,0.0,0
3125,50,0,40001-60000,1182,2,0,2.0,0
3126,61,1,10001-40000,23,3,1,95.0,1
3127,53,1,10001-40000,0,5,1,14.0,0
3128,33,0,40001-60000,0,3,0,0.0,0
3129,68,0,10001-40000,0,5,1,5.0,0
3130,45,0,100000+,0,5,0,7.0,0
3131,43,1,40001-60000,0,1,1,80.0,0
3132,56,1,40001-60000,559,4,0,6.0,0
3133,60,0,10001-40000,0,1,1,0.0,0
3134,55,0,10001-40000,4794,4,0,35.0,1
3135,67,1,10001-40000,1021,1,0,27.0,0
3136,58,0,40001-60000,1041,3,0,2.0,0
3137,51,0,10001-40000,971,3,0,1.0,0
3138,52,0,10001-40000,0,3,0,0.0,0
3139,38,0,0-10000,384,1,0,72.0,0
3140,46,0,100000+,10,3,0,35.0,0
3141,34,0,40001-60000,0,1,1,0.0,0
3142,39,1,60001-100000,98,1,0,3.0,0
3143,34,1,10001-40000,0,2,0,30.0,0
3144,65,0,10001-40000,0,5,0,0.0,0
3145,45,1,40001-60000,0,3,0,0.0,0
3146,50,0,10001-40000,1040,1,0,0.0,0
3147,55,1,60001-100000,0,3,0,54.0,0
3148,29,0,40001-60000,44,2,0,0.0,0
3149,25,1,10001-40000,0,3,0,5.0,0
3150,46,0,10001-40000,5,3,0,29.0,0
3151,57,0,10001-40000,0,4,0,18.0,0
3152,70,0,60001-100000,0,1,1,0.0,0
3153,22,1,0-10000,0,3,0,73.0,0
3154,60,0,0-10000,403,1,0,4.0,0
3155,44,1,40001-60000,0,4,0,0.0,0
3156,26,0,10001-40000,0,5,0,0.0,0
3157,66,1,40001-60000,1159,3,0,33.0,0
3158,61,0,10001-40000,957,1,1,54.0,0
3159,66,1,10001-40000,1191,1,0,0.0,0
3160,38,1,10001-40000,0,1,0,37.0,0
3161,22,0,10001-40000,56,1,1,39.0,0
3162,21,1,60001-100000,388,1,0,2.0,0
3163,22,1,10001-40000,65,5,0,25.0,0
